sales_key,date_key,customer_key,store_key,product_key,quantity,unit_price,item_discount,line_total,promotion
443,20261029,80,20,30,1,608.05,0.00,608.05,0.00
444,20260826,164,6,10,3,373.96,18.70,1065.79,0.00
445,20260629,143,10,14,5,199.76,19.98,898.92,0.00
446,20260302,48,18,25,5,2914.87,145.74,13845.63,0.00
447,20261123,58,4,18,4,57972.29,8695.84,197105.79,0.00
448,20260416,12,17,29,3,807.07,80.71,2179.09,0.00
449,20261129,16,23,32,5,4212.19,0.00,21060.95,0.00
450,20260303,134,23,8,2,1136.39,0.00,2272.78,0.00
451,20260724,195,24,30,3,608.05,0.00,1824.15,0.00
452,20260131,71,7,17,2,4838.04,241.90,9192.28,0.00
453,20261120,81,19,23,3,16268.02,1626.80,43923.65,0.00
454,20260614,146,11,37,2,157.45,0.00,314.90,0.00
455,20261215,176,8,28,2,3150.34,157.52,5985.65,0.00
456,20260321,23,15,13,3,392.05,0.00,1176.15,0.00
457,20260629,157,12,14,3,199.76,9.99,569.32,0.00
458,20261206,58,24,2,2,3061.98,306.20,5511.56,0.00
459,20261222,90,15,19,4,18972.21,948.61,72094.40,0.00
460,20260201,181,10,23,1,16268.02,0.00,16268.02,0.00
461,20260504,152,20,29,5,807.07,40.35,3833.58,0.00
462,20260304,33,20,26,4,4860.09,486.01,17496.32,0.00
463,20260204,40,17,35,1,250.64,25.06,225.58,0.00
464,20260311,66,5,16,4,505.66,75.85,1719.24,0.00
465,20260727,53,20,22,3,3028.92,151.45,8632.42,0.00
466,20260701,21,20,27,3,4721.70,472.17,12748.59,0.00
467,20260506,120,7,26,1,4860.09,0.00,4860.09,0.00
468,20260912,125,24,12,2,269.11,13.46,511.31,0.00
469,20260104,143,15,3,5,1046.07,52.30,4968.83,0.00
470,20260730,153,10,38,4,1104.26,0.00,4417.04,0.00
471,20261019,54,3,3,5,1046.07,0.00,5230.35,0.00
472,20260710,187,4,13,4,392.05,19.60,1489.79,0.00
473,20260618,188,4,12,5,269.11,0.00,1345.55,0.00
474,20260714,157,1,5,3,2603.90,260.39,7030.53,0.00
475,20260502,74,24,2,1,3061.98,153.10,2908.88,0.00
476,20260218,82,3,33,4,529.26,0.00,2117.04,0.00
477,20260721,81,19,9,1,278.18,27.82,250.36,0.00
478,20260118,38,8,36,2,1192.53,0.00,2385.06,0.00
479,20260130,74,15,14,3,199.76,19.98,539.35,0.00
480,20260926,9,15,24,4,19390.95,1939.10,69807.42,0.00
481,20260124,85,9,32,2,4212.19,421.22,7581.94,0.00
482,20260702,120,24,27,4,4721.70,236.08,17942.46,0.00
483,20260314,61,3,13,4,392.05,19.60,1489.79,0.00
484,20260722,96,24,12,3,269.11,0.00,807.33,0.00
485,20260727,165,21,6,4,572.05,28.60,2173.79,0.00
486,20260208,144,2,17,2,4838.04,483.80,8708.47,0.00
487,20260723,36,15,33,2,529.26,52.93,952.67,0.00
488,20260112,122,3,39,3,1191.21,119.12,3216.27,0.00
489,20260903,94,21,36,1,1192.53,119.25,1073.28,0.00
490,20260603,101,14,39,2,1191.21,59.56,2263.30,0.00
491,20261223,183,7,35,3,250.64,0.00,751.92,0.00
492,20260809,27,5,33,5,529.26,26.46,2513.98,0.00
493,20260317,185,12,25,3,2914.87,0.00,8744.61,0.00
494,20260910,178,12,24,5,19390.95,2908.64,82411.54,0.00
495,20260309,95,2,40,4,633.93,63.39,2282.15,0.00
496,20260718,177,19,26,2,4860.09,486.01,8748.16,0.00
497,20260916,3,4,2,2,3061.98,153.10,5817.76,0.00
498,20260203,134,9,30,4,608.05,0.00,2432.20,0.00
499,20260125,111,8,37,1,157.45,7.87,149.58,0.00
500,20261122,11,16,20,1,41369.75,0.00,41369.75,0.00
501,20260429,134,11,25,4,2914.87,0.00,11659.48,0.00
502,20260702,90,16,39,5,1191.21,0.00,5956.05,0.00
503,20260418,80,3,36,3,1192.53,59.63,3398.71,0.00
504,20261209,32,2,22,3,3028.92,302.89,8178.08,0.00
505,20260130,51,21,7,2,3413.55,170.68,6485.75,0.00
506,20260502,37,12,21,3,8200.26,410.01,23370.74,0.00
507,20260310,126,9,22,1,3028.92,302.89,2726.03,0.00
508,20261227,74,23,17,2,4838.04,725.71,8224.67,0.00
509,20260201,92,22,29,2,807.07,40.35,1533.43,0.00
510,20260906,132,20,8,2,1136.39,56.82,2159.14,0.00
511,20260225,182,8,32,4,4212.19,421.22,15163.88,0.00
512,20261024,165,17,24,5,19390.95,2908.64,82411.54,0.00
513,20260111,63,6,13,3,392.05,39.21,1058.54,0.00
514,20261102,94,19,35,4,250.64,0.00,1002.56,0.00
515,20260829,11,3,29,1,807.07,121.06,686.01,0.00
516,20260319,35,14,7,1,3413.55,0.00,3413.55,0.00
517,20260222,162,2,16,5,505.66,0.00,2528.30,0.00
518,20260814,92,4,9,2,278.18,27.82,500.72,0.00
519,20261014,149,5,4,3,703.29,35.16,2004.38,0.00
520,20260505,134,16,24,5,19390.95,0.00,96954.75,0.00
521,20260625,120,21,9,2,278.18,27.82,500.72,0.00
522,20260319,35,12,17,4,4838.04,0.00,19352.16,0.00
523,20261001,40,24,22,1,3028.92,302.89,2726.03,0.00
524,20260718,147,12,37,4,157.45,0.00,629.80,0.00
525,20260813,63,10,4,2,703.29,35.16,1336.25,0.00
526,20260508,13,12,26,3,4860.09,0.00,14580.27,0.00
527,20260908,89,15,36,2,1192.53,119.25,2146.55,0.00
528,20261219,120,10,12,3,269.11,0.00,807.33,0.00
529,20260131,177,24,19,1,18972.21,0.00,18972.21,0.00
530,20260405,87,18,12,1,269.11,26.91,242.20,0.00
531,20261214,59,11,31,2,2187.92,328.19,3719.46,0.00
532,20261105,174,11,22,3,3028.92,0.00,9086.76,0.00
533,20260606,53,8,16,4,505.66,25.28,1921.51,0.00
534,20260125,196,22,11,2,508.89,0.00,1017.78,0.00
535,20260407,108,11,11,1,508.89,50.89,458.00,0.00
536,20260922,16,19,39,1,1191.21,178.68,1012.53,0.00
537,20260302,169,5,13,4,392.05,0.00,1568.20,0.00
538,20260310,67,13,2,3,3061.98,0.00,9185.94,0.00
539,20260113,75,8,7,5,3413.55,341.36,15360.98,0.00
540,20260518,67,18,24,4,19390.95,969.55,73685.61,0.00
541,20260419,90,19,21,5,8200.26,0.00,41001.30,0.00
542,20260323,132,22,35,4,250.64,12.53,952.43,0.00
543,20260724,95,15,6,4,572.05,28.60,2173.79,0.00
544,20260920,96,24,3,5,1046.07,0.00,5230.35,0.00
545,20260618,102,12,37,4,157.45,7.87,598.31,0.00
546,20260811,177,3,34,3,340.25,0.00,1020.75,0.00
547,20260223,74,22,12,2,269.11,0.00,538.22,0.00
548,20260107,21,21,6,3,572.05,0.00,1716.15,0.00
549,20260612,73,22,24,3,19390.95,969.55,55264.21,0.00
550,20261212,144,23,35,1,250.64,0.00,250.64,0.00
551,20260126,134,23,1,1,1810.89,0.00,1810.89,0.00
552,20261212,69,21,26,4,4860.09,486.01,17496.32,0.00
553,20261204,91,17,29,2,807.07,121.06,1372.02,0.00
554,20260717,174,7,6,4,572.05,28.60,2173.79,0.00
555,20260527,130,24,4,1,703.29,35.16,668.13,0.00
556,20261229,106,6,6,3,572.05,0.00,1716.15,0.00
557,20261019,176,2,31,3,2187.92,328.19,5579.20,0.00
558,20261008,91,20,35,5,250.64,25.06,1127.88,0.00
559,20260722,103,20,27,5,4721.70,472.17,21247.65,0.00
560,20260526,177,24,34,1,340.25,34.02,306.23,0.00
561,20260319,74,3,40,2,633.93,31.70,1204.47,0.00
562,20261013,174,18,21,4,8200.26,0.00,32801.04,0.00
563,20260519,21,21,25,2,2914.87,0.00,5829.74,0.00
564,20260127,23,14,38,1,1104.26,165.64,938.62,0.00
565,20260806,106,18,1,1,1810.89,0.00,1810.89,0.00
566,20260730,31,24,5,5,2603.90,0.00,13019.50,0.00
567,20261127,103,4,24,4,19390.95,0.00,77563.80,0.00
568,20260506,162,18,23,1,16268.02,0.00,16268.02,0.00
569,20260926,64,24,18,2,57972.29,2898.61,110147.35,0.00
570,20260508,48,20,14,5,199.76,19.98,898.92,0.00
571,20260114,27,21,27,2,4721.70,472.17,8499.06,0.00
572,20261112,61,14,32,1,4212.19,421.22,3790.97,0.00
573,20260422,166,4,4,1,703.29,35.16,668.13,0.00
574,20261206,186,6,4,4,703.29,105.49,2391.19,0.00
575,20260510,177,17,25,1,2914.87,291.49,2623.38,0.00
576,20260809,78,19,29,2,807.07,80.71,1452.73,0.00
577,20260818,68,18,1,5,1810.89,0.00,9054.45,0.00
578,20260418,79,5,4,3,703.29,105.49,1793.39,0.00
579,20260417,179,13,21,1,8200.26,410.01,7790.25,0.00
580,20260917,172,14,26,2,4860.09,243.00,9234.17,0.00
581,20260817,65,8,39,2,1191.21,119.12,2144.18,0.00
582,20261002,166,14,31,3,2187.92,0.00,6563.76,0.00
583,20260718,187,1,36,3,1192.53,0.00,3577.59,0.00
584,20261104,135,9,16,4,505.66,25.28,1921.51,0.00
585,20260308,117,2,10,4,373.96,0.00,1495.84,0.00
586,20260922,9,5,16,3,505.66,50.57,1365.28,0.00
587,20260329,180,11,35,4,250.64,0.00,1002.56,0.00
588,20260501,161,17,14,2,199.76,0.00,399.52,0.00
589,20260817,132,19,21,2,8200.26,410.01,15580.49,0.00
590,20260225,163,11,30,2,608.05,30.40,1155.29,0.00
591,20260203,128,17,37,2,157.45,0.00,314.90,0.00
592,20260917,52,3,10,3,373.96,0.00,1121.88,0.00
593,20260611,190,14,26,1,4860.09,243.00,4617.09,0.00
594,20260321,113,6,2,5,3061.98,306.20,13778.91,0.00
595,20261225,186,10,22,1,3028.92,0.00,3028.92,0.00
596,20260813,173,20,32,2,4212.19,210.61,8003.16,0.00
597,20260525,23,17,10,4,373.96,0.00,1495.84,0.00
598,20260109,98,14,1,4,1810.89,181.09,6519.20,0.00
599,20260925,150,6,40,1,633.93,31.70,602.23,0.00
600,20260130,169,4,15,3,494.31,0.00,1482.93,0.00
601,20260811,138,10,23,5,16268.02,1626.80,73206.09,0.00
602,20260303,86,2,33,3,529.26,0.00,1587.78,0.00
603,20260815,28,22,1,1,1810.89,90.54,1720.35,0.00
604,20261109,39,20,1,3,1810.89,0.00,5432.67,0.00
605,20260202,44,23,3,2,1046.07,0.00,2092.14,0.00
606,20260820,116,5,10,3,373.96,18.70,1065.79,0.00
607,20260627,96,23,27,2,4721.70,236.08,8971.23,0.00
608,20261016,164,6,37,5,157.45,0.00,787.25,0.00
609,20260417,65,7,21,4,8200.26,0.00,32801.04,0.00
610,20260404,55,5,5,5,2603.90,0.00,13019.50,0.00
611,20260317,151,18,40,3,633.93,0.00,1901.79,0.00
612,20260320,145,14,39,2,1191.21,59.56,2263.30,0.00
613,20260123,118,18,21,2,8200.26,410.01,15580.49,0.00
614,20260217,26,20,9,2,278.18,27.82,500.72,0.00
615,20260711,40,23,32,2,4212.19,631.83,7160.72,0.00
616,20260116,102,9,16,2,505.66,0.00,1011.32,0.00
617,20260410,6,23,23,4,16268.02,0.00,65072.08,0.00
618,20261123,73,11,38,5,1104.26,55.21,5245.24,0.00
619,20260927,173,19,15,1,494.31,24.72,469.59,0.00
620,20260918,196,7,30,5,608.05,30.40,2888.24,0.00
621,20260623,120,6,1,3,1810.89,271.63,4617.77,0.00
622,20260728,38,15,24,3,19390.95,969.55,55264.21,0.00
623,20260618,110,7,31,5,2187.92,0.00,10939.60,0.00
624,20260224,149,23,26,3,4860.09,486.01,13122.24,0.00
625,20261007,1,14,25,2,2914.87,291.49,5246.77,0.00
626,20261013,169,5,33,4,529.26,26.46,2011.19,0.00
627,20260801,158,5,22,2,3028.92,151.45,5754.95,0.00
628,20261212,156,19,40,3,633.93,0.00,1901.79,0.00
629,20261119,38,17,20,5,41369.75,4136.98,186163.88,0.00
630,20260911,180,7,40,2,633.93,31.70,1204.47,0.00
631,20260424,104,6,1,2,1810.89,90.54,3440.69,0.00
632,20260913,21,24,18,5,57972.29,2898.61,275368.38,0.00
633,20260910,81,7,32,4,4212.19,210.61,16006.32,0.00
634,20260830,55,14,19,3,18972.21,948.61,54070.80,0.00
635,20260209,98,7,18,1,57972.29,2898.61,55073.68,0.00
636,20260212,144,18,4,4,703.29,35.16,2672.50,0.00
637,20260427,82,10,33,1,529.26,0.00,529.26,0.00
638,20260112,40,3,25,2,2914.87,0.00,5829.74,0.00
639,20261006,8,4,23,5,16268.02,1626.80,73206.09,0.00
640,20261010,8,18,14,5,199.76,9.99,948.86,0.00
641,20260923,119,8,31,4,2187.92,218.79,7876.51,0.00
642,20260106,26,12,37,1,157.45,15.74,141.70,0.00
643,20260324,64,19,10,3,373.96,0.00,1121.88,0.00
644,20260428,112,8,11,1,508.89,25.44,483.45,0.00
645,20260702,194,3,15,3,494.31,0.00,1482.93,0.00
646,20260211,49,17,40,2,633.93,0.00,1267.86,0.00
647,20260418,140,10,1,2,1810.89,90.54,3440.69,0.00
648,20260709,46,16,40,4,633.93,0.00,2535.72,0.00
649,20260224,89,20,27,5,4721.70,0.00,23608.50,0.00
650,20261025,18,12,40,3,633.93,31.70,1806.70,0.00
651,20260509,131,17,38,5,1104.26,55.21,5245.24,0.00
652,20260504,188,13,16,1,505.66,0.00,505.66,0.00
653,20260907,1,24,33,3,529.26,0.00,1587.78,0.00
654,20260729,25,16,20,2,41369.75,0.00,82739.50,0.00
655,20260315,40,10,17,5,4838.04,0.00,24190.20,0.00
656,20261130,76,22,15,3,494.31,24.72,1408.78,0.00
657,20260706,188,23,19,3,18972.21,0.00,56916.63,0.00
658,20260623,196,10,33,4,529.26,26.46,2011.19,0.00
659,20260826,118,15,10,4,373.96,18.70,1421.05,0.00
660,20261219,140,2,38,3,1104.26,110.43,2981.50,0.00
661,20261126,62,4,12,4,269.11,26.91,968.80,0.00
662,20261013,22,23,37,4,157.45,0.00,629.80,0.00
663,20260114,126,5,3,5,1046.07,156.91,4445.80,0.00
664,20260629,86,17,26,1,4860.09,0.00,4860.09,0.00
665,20260602,170,23,28,1,3150.34,315.03,2835.31,0.00
666,20260930,133,7,29,1,807.07,80.71,726.36,0.00
667,20260126,10,7,6,2,572.05,28.60,1086.90,0.00
668,20261207,57,16,28,2,3150.34,315.03,5670.61,0.00
669,20260124,94,3,31,4,2187.92,218.79,7876.51,0.00
670,20260524,30,20,35,4,250.64,37.60,852.18,0.00
671,20260122,171,17,26,1,4860.09,729.01,4131.08,0.00
672,20260520,78,12,34,5,340.25,34.02,1531.12,0.00
673,20260511,171,14,35,2,250.64,25.06,451.15,0.00
674,20260611,22,5,30,3,608.05,0.00,1824.15,0.00
675,20260919,94,4,13,5,392.05,19.60,1862.24,0.00
676,20260621,143,1,27,3,4721.70,0.00,14165.10,0.00
677,20260817,167,19,14,3,199.76,0.00,599.28,0.00
678,20261125,5,15,10,5,373.96,56.09,1589.33,0.00
679,20261105,137,10,33,4,529.26,26.46,2011.19,0.00
680,20260323,14,21,8,2,1136.39,0.00,2272.78,0.00
681,20260123,194,12,35,1,250.64,0.00,250.64,0.00
682,20260114,4,20,17,1,4838.04,0.00,4838.04,0.00
683,20261111,195,10,10,2,373.96,18.70,710.52,0.00
684,20260424,91,23,23,3,16268.02,1626.80,43923.65,0.00
685,20260929,101,3,10,3,373.96,0.00,1121.88,0.00
686,20260115,69,22,7,3,3413.55,0.00,10240.65,0.00
687,20260817,66,11,16,5,505.66,25.28,2401.89,0.00
688,20261023,170,10,30,5,608.05,30.40,2888.24,0.00
689,20260124,166,21,16,1,505.66,25.28,480.38,0.00
690,20260827,90,1,29,5,807.07,0.00,4035.35,0.00
691,20261228,41,20,8,3,1136.39,0.00,3409.17,0.00
692,20260809,198,18,34,3,340.25,34.02,918.68,0.00
693,20260427,44,10,38,1,1104.26,55.21,1049.05,0.00
694,20260406,113,23,26,4,4860.09,243.00,18468.34,0.00
695,20260804,177,20,8,5,1136.39,113.64,5113.76,0.00
696,20260207,32,2,33,3,529.26,52.93,1429.00,0.00
697,20260609,75,21,23,1,16268.02,813.40,15454.62,0.00
698,20261110,183,8,23,2,16268.02,1626.80,29282.44,0.00
699,20260312,153,15,39,3,1191.21,59.56,3394.95,0.00
700,20260605,93,24,5,4,2603.90,0.00,10415.60,0.00
701,20260716,72,6,25,2,2914.87,145.74,5538.25,0.00
702,20260411,61,18,4,3,703.29,105.49,1793.39,0.00
703,20260210,46,6,33,1,529.26,0.00,529.26,0.00
704,20261208,3,17,18,5,57972.29,5797.23,260875.31,0.00
705,20260120,51,12,13,5,392.05,39.21,1764.22,0.00
706,20260219,157,1,35,4,250.64,12.53,952.43,0.00
707,20260418,129,4,26,5,4860.09,0.00,24300.45,0.00
708,20260819,14,11,10,1,373.96,0.00,373.96,0.00
709,20260527,189,14,28,4,3150.34,315.03,11341.22,0.00
710,20260114,43,6,34,3,340.25,0.00,1020.75,0.00
711,20261125,119,2,17,4,4838.04,241.90,18384.55,0.00
712,20260315,50,6,38,1,1104.26,110.43,993.83,0.00
713,20260707,163,17,6,3,572.05,28.60,1630.34,0.00
714,20261112,176,3,40,5,633.93,63.39,2852.68,0.00
715,20260920,114,17,35,2,250.64,37.60,426.09,0.00
716,20260609,177,22,20,4,41369.75,6205.46,140657.15,0.00
717,20260205,166,14,7,5,3413.55,341.36,15360.98,0.00
718,20260208,108,4,7,5,3413.55,170.68,16214.36,0.00
719,20261009,29,12,25,1,2914.87,0.00,2914.87,0.00
720,20260203,13,22,40,2,633.93,63.39,1141.07,0.00
721,20261003,31,22,37,4,157.45,7.87,598.31,0.00
722,20260521,75,6,7,5,3413.55,341.36,15360.98,0.00
723,20261020,108,3,1,4,1810.89,181.09,6519.20,0.00
724,20260124,188,16,32,5,4212.19,421.22,18954.85,0.00
725,20260713,187,17,38,2,1104.26,55.21,2098.09,0.00
726,20260417,113,20,33,2,529.26,0.00,1058.52,0.00
727,20261215,156,12,18,5,57972.29,2898.61,275368.38,0.00
728,20260719,70,23,21,1,8200.26,410.01,7790.25,0.00
729,20260809,68,15,31,1,2187.92,218.79,1969.13,0.00
730,20260522,3,13,9,1,278.18,0.00,278.18,0.00
731,20260320,19,8,17,1,4838.04,0.00,4838.04,0.00
732,20260526,12,24,38,3,1104.26,165.64,2815.86,0.00
733,20260621,140,13,1,4,1810.89,90.54,6881.38,0.00
734,20260505,107,3,1,5,1810.89,0.00,9054.45,0.00
735,20260627,116,16,35,2,250.64,25.06,451.15,0.00
736,20260211,157,18,12,5,269.11,0.00,1345.55,0.00
737,20261214,172,8,34,3,340.25,34.02,918.68,0.00
738,20260222,159,6,36,4,1192.53,0.00,4770.12,0.00
739,20260427,61,18,9,1,278.18,13.91,264.27,0.00
740,20260621,30,20,29,4,807.07,40.35,3066.87,0.00
741,20260922,134,14,21,2,8200.26,820.03,14760.47,0.00
742,20260806,92,22,17,5,4838.04,241.90,22980.69,0.00
743,20261117,116,1,5,2,2603.90,390.58,4426.63,0.00
744,20260327,7,2,23,4,16268.02,0.00,65072.08,0.00
745,20261007,161,20,22,5,3028.92,302.89,13630.14,0.00
746,20260704,146,5,21,3,8200.26,0.00,24600.78,0.00
747,20261224,37,13,40,2,633.93,31.70,1204.47,0.00
748,20260831,19,6,35,1,250.64,25.06,225.58,0.00
749,20261206,159,21,40,4,633.93,31.70,2408.93,0.00
750,20261006,69,3,39,4,1191.21,59.56,4526.60,0.00
751,20260813,66,9,19,1,18972.21,0.00,18972.21,0.00
752,20261025,128,3,15,5,494.31,49.43,2224.40,0.00
753,20260819,48,5,21,5,8200.26,410.01,38951.24,0.00
754,20260511,43,8,34,1,340.25,17.01,323.24,0.00
755,20261214,7,8,7,1,3413.55,0.00,3413.55,0.00
756,20260320,74,8,1,2,1810.89,181.09,3259.60,0.00
757,20260217,165,21,40,5,633.93,0.00,3169.65,0.00
758,20260127,75,17,11,2,508.89,25.44,966.89,0.00
759,20260710,40,4,16,2,505.66,50.57,910.19,0.00
760,20260118,116,22,34,4,340.25,17.01,1292.95,0.00
761,20260723,22,3,3,3,1046.07,52.30,2981.30,0.00
762,20260117,167,9,1,3,1810.89,181.09,4889.40,0.00
763,20261102,164,5,36,4,1192.53,119.25,4293.11,0.00
764,20260116,68,10,21,2,8200.26,0.00,16400.52,0.00
765,20260101,195,7,36,2,1192.53,59.63,2265.81,0.00
766,20260601,199,21,14,5,199.76,19.98,898.92,0.00
767,20260704,75,21,16,4,505.66,25.28,1921.51,0.00
768,20260210,43,17,35,1,250.64,12.53,238.11,0.00
769,20261022,82,23,9,5,278.18,13.91,1321.36,0.00
770,20261115,85,24,8,1,1136.39,56.82,1079.57,0.00
771,20261228,112,16,27,4,4721.70,0.00,18886.80,0.00
772,20260612,68,11,10,4,373.96,37.40,1346.26,0.00
773,20260819,92,23,29,2,807.07,0.00,1614.14,0.00
774,20260211,182,17,35,2,250.64,0.00,501.28,0.00
775,20261110,189,15,14,1,199.76,29.96,169.80,0.00
776,20261110,34,20,26,5,4860.09,729.01,20655.38,0.00
777,20260924,182,1,16,2,505.66,50.57,910.19,0.00
778,20260713,110,21,30,2,608.05,0.00,1216.10,0.00
779,20261220,155,17,39,4,1191.21,119.12,4288.36,0.00
780,20260101,185,13,9,2,278.18,13.91,528.54,0.00
781,20260416,135,19,39,5,1191.21,119.12,5360.44,0.00
782,20260204,121,1,31,4,2187.92,109.40,8314.10,0.00
783,20261203,50,5,13,3,392.05,0.00,1176.15,0.00
784,20260114,200,19,14,5,199.76,9.99,948.86,0.00
785,20261124,60,20,11,3,508.89,50.89,1374.00,0.00
786,20260609,19,5,23,3,16268.02,813.40,46363.86,0.00
787,20260305,46,20,29,2,807.07,0.00,1614.14,0.00
788,20260404,49,4,8,1,1136.39,0.00,1136.39,0.00
789,20260927,145,9,38,1,1104.26,0.00,1104.26,0.00
790,20260219,7,12,2,1,3061.98,153.10,2908.88,0.00
791,20261208,22,11,39,2,1191.21,59.56,2263.30,0.00
792,20260713,130,7,32,3,4212.19,421.22,11372.91,0.00
793,20261011,42,4,13,2,392.05,0.00,784.10,0.00
794,20260109,23,22,20,4,41369.75,0.00,165479.00,0.00
795,20261217,144,20,15,4,494.31,49.43,1779.52,0.00
796,20261105,109,8,2,2,3061.98,0.00,6123.96,0.00
797,20260228,146,11,21,5,8200.26,410.01,38951.24,0.00
798,20261114,11,8,5,2,2603.90,0.00,5207.80,0.00
799,20260813,50,17,21,4,8200.26,0.00,32801.04,0.00
800,20260626,105,17,34,2,340.25,17.01,646.48,0.00
801,20261015,123,8,22,5,3028.92,302.89,13630.14,0.00
802,20260809,121,16,15,5,494.31,24.72,2347.97,0.00
803,20260526,79,13,3,4,1046.07,52.30,3975.07,0.00
804,20260105,181,7,30,1,608.05,0.00,608.05,0.00
805,20260828,176,17,15,3,494.31,0.00,1482.93,0.00
806,20260101,163,11,3,2,1046.07,156.91,1778.32,0.00
807,20261221,3,3,37,2,157.45,7.87,299.15,0.00
808,20261108,178,14,37,4,157.45,7.87,598.31,0.00
809,20260305,20,16,33,5,529.26,52.93,2381.67,0.00
810,20261126,181,23,31,1,2187.92,0.00,2187.92,0.00
811,20261024,134,16,20,1,41369.75,2068.49,39301.26,0.00
812,20260606,68,16,25,3,2914.87,145.74,8307.38,0.00
813,20261211,127,20,6,4,572.05,0.00,2288.20,0.00
814,20260607,74,4,14,4,199.76,19.98,719.14,0.00
815,20260802,116,15,28,5,3150.34,472.55,13388.94,0.00
816,20261130,13,2,20,5,41369.75,2068.49,196506.31,0.00
817,20260301,128,8,6,1,572.05,57.20,514.84,0.00
818,20261004,156,17,16,3,505.66,50.57,1365.28,0.00
819,20260720,137,6,14,4,199.76,0.00,799.04,0.00
820,20260729,147,4,27,2,4721.70,0.00,9443.40,0.00
821,20260702,133,7,23,1,16268.02,813.40,15454.62,0.00
822,20260407,137,1,36,1,1192.53,119.25,1073.28,0.00
823,20260410,47,23,19,5,18972.21,0.00,94861.05,0.00
824,20260107,153,17,25,3,2914.87,291.49,7870.15,0.00
825,20260217,105,5,13,1,392.05,0.00,392.05,0.00
826,20260112,150,16,40,1,633.93,63.39,570.54,0.00
827,20260401,122,15,23,5,16268.02,0.00,81340.10,0.00
828,20261204,134,11,11,5,508.89,76.33,2162.78,0.00
829,20260221,195,18,11,4,508.89,76.33,1730.23,0.00
830,20260508,122,13,14,5,199.76,0.00,998.80,0.00
831,20260309,39,22,15,3,494.31,74.15,1260.49,0.00
832,20261113,69,23,18,3,57972.29,5797.23,156525.18,0.00
833,20260223,50,10,22,2,3028.92,151.45,5754.95,0.00
834,20260113,187,10,16,1,505.66,50.57,455.09,0.00
835,20261224,139,9,20,1,41369.75,0.00,41369.75,0.00
836,20260113,139,24,19,2,18972.21,1897.22,34149.98,0.00
837,20261113,22,21,9,4,278.18,27.82,1001.45,0.00
838,20260629,161,17,1,3,1810.89,181.09,4889.40,0.00
839,20260102,74,20,40,3,633.93,0.00,1901.79,0.00
840,20260930,123,3,38,5,1104.26,55.21,5245.24,0.00
841,20261229,126,17,32,5,4212.19,210.61,20007.90,0.00
842,20260105,165,6,18,1,57972.29,2898.61,55073.68,0.00
843,20260504,72,3,34,3,340.25,17.01,969.71,0.00
844,20260723,185,8,18,1,57972.29,8695.84,49276.45,0.00
845,20260130,135,19,15,5,494.31,24.72,2347.97,0.00
846,20260501,20,10,29,2,807.07,0.00,1614.14,0.00
847,20260522,66,20,38,1,1104.26,55.21,1049.05,0.00
848,20261212,27,23,18,5,57972.29,0.00,289861.45,0.00
849,20261001,59,10,16,2,505.66,0.00,1011.32,0.00
850,20260201,68,24,7,5,3413.55,0.00,17067.75,0.00
851,20260823,169,22,16,2,505.66,50.57,910.19,0.00
852,20261005,81,10,8,1,1136.39,56.82,1079.57,0.00
853,20260522,198,8,2,3,3061.98,153.10,8726.64,0.00
854,20260109,18,10,6,4,572.05,57.20,2059.38,0.00
855,20260611,124,5,36,5,1192.53,0.00,5962.65,0.00
856,20260722,164,21,23,1,16268.02,1626.80,14641.22,0.00
857,20261202,158,10,24,3,19390.95,2908.64,49446.92,0.00
858,20260510,166,11,29,5,807.07,40.35,3833.58,0.00
859,20260112,110,13,23,2,16268.02,1626.80,29282.44,0.00
860,20260205,110,15,9,4,278.18,0.00,1112.72,0.00
861,20260327,57,18,18,2,57972.29,5797.23,104350.12,0.00
862,20260612,49,12,3,1,1046.07,52.30,993.77,0.00
863,20260929,25,22,22,1,3028.92,454.34,2574.58,0.00
864,20260126,105,17,38,3,1104.26,0.00,3312.78,0.00
865,20260512,145,9,25,5,2914.87,437.23,12388.20,0.00
866,20261017,138,4,20,2,41369.75,0.00,82739.50,0.00
867,20261114,17,8,30,2,608.05,60.80,1094.49,0.00
868,20260217,187,6,34,4,340.25,34.02,1224.90,0.00
869,20260917,27,21,24,1,19390.95,969.55,18421.40,0.00
870,20260108,192,8,21,4,8200.26,820.03,29520.94,0.00
871,20261013,116,13,16,4,505.66,75.85,1719.24,0.00
872,20261209,49,7,36,1,1192.53,59.63,1132.90,0.00
873,20260402,76,23,21,4,8200.26,0.00,32801.04,0.00
874,20260618,189,6,11,4,508.89,50.89,1832.00,0.00
875,20260713,38,14,13,1,392.05,19.60,372.45,0.00
876,20260323,59,2,28,5,3150.34,157.52,14964.12,0.00
877,20260520,52,15,23,2,16268.02,813.40,30909.24,0.00
878,20261226,103,3,32,4,4212.19,421.22,15163.88,0.00
879,20261015,52,10,3,3,1046.07,0.00,3138.21,0.00
880,20260319,199,9,20,5,41369.75,2068.49,196506.31,0.00
881,20260420,164,16,36,1,1192.53,178.88,1013.65,0.00
882,20260729,130,6,5,3,2603.90,130.20,7421.12,0.00
883,20260316,141,24,22,1,3028.92,151.45,2877.47,0.00
884,20260313,197,22,15,4,494.31,0.00,1977.24,0.00
885,20260917,89,20,22,3,3028.92,0.00,9086.76,0.00
886,20260315,149,18,27,4,4721.70,236.08,17942.46,0.00
